id,sis_id,pre_confidence_level_combined,pre_overall_confidence_num,pre_iso_ortho_text,pre_iso_ortho_num,pre_ortho_iso_text,pre_ortho_iso_num,post_confidence_level_combined,post_overall_confidence_num,post_iso_ortho_text,post_iso_ortho_num,post_ortho_iso_text,post_ortho_iso_num
277644,572543643,"Strongly agree,Strongly agree",10,Strongly agree,5,Strongly agree,5,"Agree,Agree",8,Agree,4,Agree,4
263128,833015300,"Strongly agree,Strongly agree",10,Strongly agree,5,Strongly agree,5,"Agree,Agree",8,Agree,4,Agree,4
266077,214778979,"Strongly agree,Strongly agree",10,Strongly agree,5,Strongly agree,5,"Agree,Agree",8,Agree,4,Agree,4
250220,457782542,"Strongly agree,Strongly agree",10,Strongly agree,5,Strongly agree,5,"Agree,Agree",8,Agree,4,Agree,4
258712,120683565,"Strongly disagree,Strongly disagree",2,Strongly disagree,1,Strongly disagree,1,"Agree,Agree",8,Agree,4,Agree,4
253294,896205691,"Agree,Agree",8,Agree,4,Agree,4,"Agree,Disagree",6,Agree,4,Disagree,2
213711,176808801,"Agree,Neutral",7,Agree,4,Neutral,3,"Agree,Disagree",6,Agree,4,Disagree,2
252590,577376653,"Agree,Agree",8,Agree,4,Agree,4,"Agree,Neutral",7,Agree,4,Neutral,3
258212,481517490,"Agree,Neutral",7,Agree,4,Neutral,3,"Agree,Neutral",7,Agree,4,Neutral,3
229924,335185926,"Agree,Neutral",7,Agree,4,Neutral,3,"Agree,Neutral",7,Agree,4,Neutral,3
249485,114329631,"Agree,Neutral",7,Agree,4,Neutral,3,"Agree,Neutral",7,Agree,4,Neutral,3
198435,217340006,"Agree,Neutral",7,Agree,4,Neutral,3,"Agree,Neutral",7,Agree,4,Neutral,3
285713,150309961,"Agree,Neutral",7,Agree,4,Neutral,3,"Agree,Neutral",7,Agree,4,Neutral,3
271648,360859107,"Disagree,Agree",6,Disagree,2,Agree,4,"Agree,Neutral",7,Agree,4,Neutral,3
263923,383627995,"Disagree,Agree",6,Disagree,2,Agree,4,"Agree,Neutral",7,Agree,4,Neutral,3
189903,301668946,"Disagree,Neutral",5,Disagree,2,Neutral,3,"Agree,Neutral",7,Agree,4,Neutral,3
242404,180087933,"Neutral,Disagree",5,Neutral,3,Disagree,2,"Agree,Neutral",7,Agree,4,Neutral,3
208221,197406072,"Neutral,Neutral",6,Neutral,3,Neutral,3,"Agree,Neutral",7,Agree,4,Neutral,3
253070,291426168,"Neutral,Neutral",6,Neutral,3,Neutral,3,"Agree,Neutral",7,Agree,4,Neutral,3
160372,183368087,"Neutral,Neutral",6,Neutral,3,Neutral,3,"Agree,Neutral",7,Agree,4,Neutral,3
254635,543674679,"Neutral,Neutral",6,Neutral,3,Neutral,3,"Agree,Neutral",7,Agree,4,Neutral,3
226982,677693269,"Neutral,Neutral",6,Neutral,3,Neutral,3,"Agree,Neutral",7,Agree,4,Neutral,3
249028,706680353,"Neutral,Neutral",6,Neutral,3,Neutral,3,"Agree,Neutral",7,Agree,4,Neutral,3
282234,924508180,"Strongly agree,Disagree",7,Strongly agree,5,Disagree,2,"Agree,Neutral",7,Agree,4,Neutral,3
258688,548612151,"Strongly agree,Strongly agree",10,Strongly agree,5,Strongly agree,5,"Agree,Neutral",7,Agree,4,Neutral,3
258103,290165600,"Strongly disagree,Strongly disagree",2,Strongly disagree,1,Strongly disagree,1,"Agree,Neutral",7,Agree,4,Neutral,3
35583,778875395,"Agree,Agree",8,Agree,4,Agree,4,"Agree,Strongly agree",9,Agree,4,Strongly agree,5
242887,246438848,"Agree,Agree",8,Agree,4,Agree,4,"Agree,Strongly agree",9,Agree,4,Strongly agree,5
251596,643699259,"Agree,Agree",8,Agree,4,Agree,4,"Agree,Strongly agree",9,Agree,4,Strongly agree,5
252210,541707756,"Agree,Agree",8,Agree,4,Agree,4,"Agree,Strongly agree",9,Agree,4,Strongly agree,5
275747,869343773,"Agree,Agree",8,Agree,4,Agree,4,"Agree,Strongly agree",9,Agree,4,Strongly agree,5
242668,820399389,"Agree,Strongly agree",9,Agree,4,Strongly agree,5,"Agree,Strongly agree",9,Agree,4,Strongly agree,5
254700,174933822,"Disagree,Disagree",4,Disagree,2,Disagree,2,"Agree,Strongly agree",9,Agree,4,Strongly agree,5
251643,779226907,"Disagree,Neutral",5,Disagree,2,Neutral,3,"Agree,Strongly agree",9,Agree,4,Strongly agree,5
254550,867709049,"Neutral,Agree",7,Neutral,3,Agree,4,"Agree,Strongly agree",9,Agree,4,Strongly agree,5
249678,626330775,"Neutral,Agree",7,Neutral,3,Agree,4,"Agree,Strongly agree",9,Agree,4,Strongly agree,5
261219,434015885,"Neutral,Neutral",6,Neutral,3,Neutral,3,"Agree,Strongly agree",9,Agree,4,Strongly agree,5
282181,225095890,"Neutral,Neutral",6,Neutral,3,Neutral,3,"Agree,Strongly agree",9,Agree,4,Strongly agree,5
176102,346486898,"Strongly agree,Agree",9,Strongly agree,5,Agree,4,"Agree,Strongly agree",9,Agree,4,Strongly agree,5
250783,876482851,"Strongly agree,Strongly agree",10,Strongly agree,5,Strongly agree,5,"Agree,Strongly agree",9,Agree,4,Strongly agree,5
210609,380494357,"Disagree,Strongly disagree",3,Disagree,2,Strongly disagree,1,"Disagree,Agree",6,Disagree,2,Agree,4
248894,453995786,"Neutral,Agree",7,Neutral,3,Agree,4,"Disagree,Agree",6,Disagree,2,Agree,4
285898,216317586,"Strongly agree,Agree",9,Strongly agree,5,Agree,4,"Disagree,Agree",6,Disagree,2,Agree,4
291145,372023200,"Strongly agree,Neutral",8,Strongly agree,5,Neutral,3,"Disagree,Agree",6,Disagree,2,Agree,4
87657,820729376,"Strongly disagree,Strongly disagree",2,Strongly disagree,1,Strongly disagree,1,"Disagree,Agree",6,Disagree,2,Agree,4
251587,515417675,"Agree,Agree",8,Agree,4,Agree,4,"Disagree,Disagree",4,Disagree,2,Disagree,2
248887,963755846,"Disagree,Agree",6,Disagree,2,Agree,4,"Disagree,Disagree",4,Disagree,2,Disagree,2
259322,296964694,"Disagree,Disagree",4,Disagree,2,Disagree,2,"Disagree,Disagree",4,Disagree,2,Disagree,2
250107,245715970,"Disagree,Disagree",4,Disagree,2,Disagree,2,"Disagree,Disagree",4,Disagree,2,Disagree,2
251944,537314220,"Disagree,Disagree",4,Disagree,2,Disagree,2,"Disagree,Disagree",4,Disagree,2,Disagree,2
267144,757495668,"Disagree,Disagree",4,Disagree,2,Disagree,2,"Disagree,Disagree",4,Disagree,2,Disagree,2
259708,326738111,"Disagree,Disagree",4,Disagree,2,Disagree,2,"Disagree,Disagree",4,Disagree,2,Disagree,2
250203,581087950,"Disagree,Disagree",4,Disagree,2,Disagree,2,"Disagree,Disagree",4,Disagree,2,Disagree,2
242173,104076327,"Neutral,Neutral",6,Neutral,3,Neutral,3,"Disagree,Disagree",4,Disagree,2,Disagree,2
257927,620609500,"Strongly disagree,Strongly disagree",2,Strongly disagree,1,Strongly disagree,1,"Disagree,Disagree",4,Disagree,2,Disagree,2
257990,316953934,"Strongly disagree,Strongly disagree",2,Strongly disagree,1,Strongly disagree,1,"Disagree,Disagree",4,Disagree,2,Disagree,2
252321,918011717,"Strongly disagree,Strongly disagree",2,Strongly disagree,1,Strongly disagree,1,"Disagree,Disagree",4,Disagree,2,Disagree,2
249902,552716754,"Disagree,Neutral",5,Disagree,2,Neutral,3,"Disagree,Neutral",5,Disagree,2,Neutral,3
215530,246668993,"Neutral,Disagree",5,Neutral,3,Disagree,2,"Disagree,Neutral",5,Disagree,2,Neutral,3
261121,631156441,"Neutral,Neutral",6,Neutral,3,Neutral,3,"Disagree,Neutral",5,Disagree,2,Neutral,3
280853,726338176,"Neutral,Neutral",6,Neutral,3,Neutral,3,"Disagree,Neutral",5,Disagree,2,Neutral,3
258396,951614208,"Agree,Agree",8,Agree,4,Agree,4,"Disagree,Strongly agree",7,Disagree,2,Strongly agree,5
222618,432120876,"Neutral,Neutral",6,Neutral,3,Neutral,3,"Disagree,Strongly agree",7,Disagree,2,Strongly agree,5
248483,254100150,"Agree,Agree",8,Agree,4,Agree,4,"Neutral,Agree",7,Neutral,3,Agree,4
253529,207695913,"Agree,Agree",8,Agree,4,Agree,4,"Neutral,Agree",7,Neutral,3,Agree,4
257153,379590603,"Agree,Agree",8,Agree,4,Agree,4,"Neutral,Agree",7,Neutral,3,Agree,4
252578,573012131,"Agree,Agree",8,Agree,4,Agree,4,"Neutral,Agree",7,Neutral,3,Agree,4
257610,915694204,"Agree,Agree",8,Agree,4,Agree,4,"Neutral,Agree",7,Neutral,3,Agree,4
256869,220335998,"Agree,Agree",8,Agree,4,Agree,4,"Neutral,Agree",7,Neutral,3,Agree,4
252820,544975983,"Agree,Agree",8,Agree,4,Agree,4,"Neutral,Agree",7,Neutral,3,Agree,4
238267,803755257,"Agree,Agree",8,Agree,4,Agree,4,"Neutral,Agree",7,Neutral,3,Agree,4
179856,106390643,"Agree,Agree",8,Agree,4,Agree,4,"Neutral,Agree",7,Neutral,3,Agree,4
263322,712485402,"Agree,Neutral",7,Agree,4,Neutral,3,"Neutral,Agree",7,Neutral,3,Agree,4
209117,358769887,"Agree,Strongly agree",9,Agree,4,Strongly agree,5,"Neutral,Agree",7,Neutral,3,Agree,4
265109,746982364,"Disagree,Agree",6,Disagree,2,Agree,4,"Neutral,Agree",7,Neutral,3,Agree,4
269129,572796819,"Disagree,Disagree",4,Disagree,2,Disagree,2,"Neutral,Agree",7,Neutral,3,Agree,4
167625,462145775,"Disagree,Disagree",4,Disagree,2,Disagree,2,"Neutral,Agree",7,Neutral,3,Agree,4
261031,654476806,"Disagree,Neutral",5,Disagree,2,Neutral,3,"Neutral,Agree",7,Neutral,3,Agree,4
213909,899903137,"Disagree,Neutral",5,Disagree,2,Neutral,3,"Neutral,Agree",7,Neutral,3,Agree,4
256718,955395465,"Disagree,Strongly agree",7,Disagree,2,Strongly agree,5,"Neutral,Agree",7,Neutral,3,Agree,4
226913,857973452,"Neutral,Agree",7,Neutral,3,Agree,4,"Neutral,Agree",7,Neutral,3,Agree,4
257308,472821159,"Neutral,Agree",7,Neutral,3,Agree,4,"Neutral,Agree",7,Neutral,3,Agree,4
252850,786833945,"Neutral,Agree",7,Neutral,3,Agree,4,"Neutral,Agree",7,Neutral,3,Agree,4
270606,409750028,"Neutral,Agree",7,Neutral,3,Agree,4,"Neutral,Agree",7,Neutral,3,Agree,4
252263,936672199,"Neutral,Disagree",5,Neutral,3,Disagree,2,"Neutral,Agree",7,Neutral,3,Agree,4
262311,501299719,"Neutral,Disagree",5,Neutral,3,Disagree,2,"Neutral,Agree",7,Neutral,3,Agree,4
257936,510674795,"Neutral,Neutral",6,Neutral,3,Neutral,3,"Neutral,Agree",7,Neutral,3,Agree,4
255033,621693315,"Neutral,Neutral",6,Neutral,3,Neutral,3,"Neutral,Agree",7,Neutral,3,Agree,4
258450,101835914,"Neutral,Neutral",6,Neutral,3,Neutral,3,"Neutral,Agree",7,Neutral,3,Agree,4
232706,583753793,"Strongly agree,Strongly agree",10,Strongly agree,5,Strongly agree,5,"Neutral,Agree",7,Neutral,3,Agree,4
264321,744458139,"Agree,Neutral",7,Agree,4,Neutral,3,"Neutral,Disagree",5,Neutral,3,Disagree,2
169962,261170747,"Disagree,Disagree",4,Disagree,2,Disagree,2,"Neutral,Disagree",5,Neutral,3,Disagree,2
260315,921461081,"Neutral,Neutral",6,Neutral,3,Neutral,3,"Neutral,Disagree",5,Neutral,3,Disagree,2
142387,603019837,"Strongly disagree,Agree",5,Strongly disagree,1,Agree,4,"Neutral,Disagree",5,Neutral,3,Disagree,2
262070,513593026,"Agree,Agree",8,Agree,4,Agree,4,"Neutral,Neutral",6,Neutral,3,Neutral,3
252724,463955243,"Agree,Agree",8,Agree,4,Agree,4,"Neutral,Neutral",6,Neutral,3,Neutral,3
261683,984536298,"Agree,Agree",8,Agree,4,Agree,4,"Neutral,Neutral",6,Neutral,3,Neutral,3
286465,707007988,"Agree,Agree",8,Agree,4,Agree,4,"Neutral,Neutral",6,Neutral,3,Neutral,3
